,created_utc,post_count,avg_comments,avg_score,Ticker,Stock,isPartial,Noise,Count_Score_300,Adj Close,Volume
311,1/27/2021,35,2.171428571,1.171428571,PRTY,PRTY,FALSE,37,,6.75,5218800
312,1/28/2021,12,0.5,1,PRTY,PRTY,FALSE,25,,7.059999943,4274200
313,1/29/2021,23,0.260869565,1,PRTY,PRTY,FALSE,77,,7.190000057,7716200
314,1/30/2021,5,0.4,1,PRTY,PRTY,FALSE,57,,,
315,1/31/2021,2,0,0.5,PRTY,PRTY,FALSE,100,,,
316,2/1/2021,5,0.8,1,PRTY,PRTY,FALSE,89,,7.349999905,3449800
317,12/8/2020,1,16,1,CSCO,CSCO,FALSE,20,,44.01305389,13348500
318,12/11/2020,1,11,1,CSCO,CSCO,FALSE,26,,43.96345901,14577700
319,1/10/2021,2,0,1,CSCO,CSCO,FALSE,6,,,
320,1/28/2021,1,2,1,CSCO,CSCO,FALSE,22,,45.34000015,21166000
321,12/14/2020,2,0,1,GOOGL,GOOGL,FALSE,55,,1752.26001,1652500
322,12/30/2020,1,101,1,GOOGL,GOOGL,FALSE,50,,1736.25,1051300
323,1/1/2021,1,0,1,GOOGL,GOOGL,FALSE,17,,,
324,1/14/2021,2,2,1,GOOGL,GOOGL,FALSE,45,,1730.920044,1460600
325,1/21/2021,1,4,14,GOOGL,GOOGL,FALSE,58,,1884.150024,2933000
326,1/25/2021,3,0,1,GOOGL,GOOGL,FALSE,45,,1894.280029,2529300
327,1/27/2021,2,0,1,GOOGL,GOOGL,FALSE,53,,1818.939941,4125600
328,1/28/2021,18,0.388888889,1,GOOGL,GOOGL,FALSE,68,,1853.199951,2763900
329,1/29/2021,15,0,1,GOOGL,GOOGL,FALSE,48,,1827.359985,2225200
330,1/30/2021,4,0.75,1,GOOGL,GOOGL,FALSE,32,,,
331,2/1/2021,3,0,1,GOOGL,GOOGL,FALSE,61,,1893.069946,2012600
332,12/10/2020,1,5,1,ORCL,ORCL,FALSE,73,,59.25326538,14219900
333,1/11/2021,1,0,1,ORCL,ORCL,FALSE,14,,63.02999878,6286600
334,1/12/2021,1,32,5,ORCL,ORCL,FALSE,43,,62.41999817,7758200
335,12/8/2020,80,145.5,1,GME,GME,FALSE,1,,16.94000053,16120200
336,12/9/2020,45,52.08888889,1,GME,GME,FALSE,0,,13.65999985,24357900
337,12/10/2020,19,33.05263158,1,GME,GME,FALSE,0,,14.11999989,7558900
338,12/11/2020,21,34.33333333,1,GME,GME,FALSE,0,,13.31000042,7496900
339,12/12/2020,17,39.23529412,1,GME,GME,FALSE,0,,,
340,12/13/2020,9,79.77777778,1,GME,GME,FALSE,0,,,
341,12/14/2020,29,51.82758621,1,GME,GME,FALSE,0,,12.72000027,10007100
342,12/15/2020,25,19.28,1,GME,GME,FALSE,0,,13.85000038,8192900
343,12/16/2020,9,47.77777778,5.777777778,GME,GME,FALSE,0,,13.85000038,5865100
344,12/17/2020,16,46.9375,22.625,GME,GME,FALSE,0,,14.82999992,8194900
345,12/18/2020,13,164.6153846,479.1538462,GME,GME,FALSE,0,2,15.63000011,16618800
346,12/19/2020,3,102.3333333,9,GME,GME,FALSE,0,,,
347,12/20/2020,12,53.16666667,1,GME,GME,FALSE,0,,,
348,12/21/2020,26,58.42307692,1,GME,GME,FALSE,0,,15.52999973,9876100
349,12/22/2020,96,62.5625,1.010416667,GME,GME,FALSE,1,,19.45999908,30652700
350,12/23/2020,98,34.01020408,1,GME,GME,FALSE,1,,20.56999969,25830300
351,12/24/2020,43,34.46511628,1,GME,GME,FALSE,1,,20.14999962,6262200
352,12/25/2020,35,73.88571429,1,GME,GME,FALSE,0,,,
353,12/26/2020,34,55.08823529,1,GME,GME,FALSE,0,,,
354,12/27/2020,57,51.54385965,1,GME,GME,FALSE,0,,,
355,12/28/2020,95,36.70526316,1,GME,GME,FALSE,0,,20.98999977,8965900
356,12/29/2020,74,38.48648649,1,GME,GME,FALSE,0,,19.37999916,9241400
357,12/30/2020,65,92.8,1,GME,GME,FALSE,0,,19.26000023,5934400
358,12/31/2020,106,27.94339623,1.009433962,GME,GME,FALSE,0,,18.84000015,6922700
359,1/1/2021,44,47.34090909,1,GME,GME,FALSE,0,,,
360,1/2/2021,38,43.18421053,1,GME,GME,FALSE,0,,,
361,1/3/2021,28,11.92857143,1,GME,GME,FALSE,0,,,
362,1/4/2021,78,18.83333333,1,GME,GME,FALSE,0,,17.25,10022500
363,1/5/2021,76,57.30263158,1,GME,GME,FALSE,0,,17.37000084,4961500
364,1/6/2021,47,12.53191489,3.425531915,GME,GME,FALSE,0,,18.36000061,6056200
365,1/7/2021,20,48.95,2.7,GME,GME,FALSE,0,,18.07999992,6129300
366,1/8/2021,43,24.79069767,2.23255814,GME,GME,FALSE,0,,17.69000053,6482000
367,1/9/2021,37,10.21621622,1.432432432,GME,GME,FALSE,0,,,
368,1/10/2021,31,64.87096774,2.838709677,GME,GME,FALSE,0,,,
369,1/11/2021,74,42.2972973,4.378378378,GME,GME,FALSE,0,,19.94000053,14927600
370,1/12/2021,44,39.04545455,5.113636364,GME,GME,FALSE,0,,19.95000076,7060700
371,1/13/2021,459,37.64488017,11.78431373,GME,GME,FALSE,2,1,31.39999962,144501700
372,1/14/2021,464,38.79956897,7.698275862,GME,GME,FALSE,3,1,39.90999985,93717400
373,1/15/2021,462,33.26839827,9.751082251,GME,GME,FALSE,2,,35.5,46866400
374,1/16/2021,189,51.05820106,2.343915344,GME,GME,FALSE,1,,,
375,1/17/2021,170,46.04705882,1.047058824,GME,GME,FALSE,0,,,
376,1/18/2021,319,30.44514107,1.006269592,GME,GME,FALSE,1,,,
377,1/19/2021,457,146.7461707,7.964989059,GME,GME,FALSE,3,1,39.36000061,74721900
378,1/20/2021,306,152.130719,5.571895425,GME,GME,FALSE,3,,39.11999893,33471800
379,1/21/2021,479,24.86430063,2.584551148,GME,GME,FALSE,3,,43.02999878,57079800
380,1/22/2021,1213,24.83017312,1.040395713,GME,GME,FALSE,6,,65.01000214,197157900
381,1/23/2021,377,38.32360743,1.01061008,GME,GME,FALSE,3,,,
382,1/24/2021,425,1.96,1.004705882,GME,GME,FALSE,2,,,
383,1/25/2021,2296,1.091898955,1.045296167,GME,GME,FALSE,16,,76.79000092,177874000
384,1/26/2021,677,0.478581979,1.025110783,GME,GME,FALSE,24,,147.9799957,178588000
385,1/27/2021,5861,19.40505033,15.67275209,GME,GME,FALSE,53,35,347.5100098,93396700
386,1/28/2021,11179,37.5800161,2.644690938,GME,GME,FALSE,100,15,193.6000061,58815800
387,1/29/2021,4510,61.81086475,1.015299335,GME,GME,FALSE,93,,325,50259200
388,1/30/2021,2556,37.82942097,2.90571205,GME,GME,FALSE,26,3,,
389,1/31/2021,2660,44.38496241,265.7894737,GME,GME,FALSE,13,96,,
390,2/1/2021,5228,80.54437643,227.8716526,GME,GME,FALSE,54,166,225,37382200
391,2/2/2021,5554,24.95030609,175.2083183,GME,GME,FALSE,57,150,90,78183100
392,2/3/2021,1824,12.21052632,231.7330044,GME,GME,FALSE,43,103,92.41000366,42698500
393,12/11/2020,1,77,1,AMC,AMC,FALSE,3,,3.920000076,22310400
394,12/14/2020,3,52.66666667,1,AMC,AMC,FALSE,2,,3.190000057,67159000
395,12/15/2020,1,191,1,AMC,AMC,FALSE,3,,2.859999895,54432100
396,12/17/2020,4,2.5,1,AMC,AMC,FALSE,2,,2.849999905,23799300
397,12/19/2020,1,60,6,AMC,AMC,FALSE,3,,,
398,12/20/2020,1,53,1,AMC,AMC,FALSE,3,,,
399,12/21/2020,2,32.5,1,AMC,AMC,FALSE,3,,2.680000067,22699800
400,12/22/2020,1,42,1,AMC,AMC,FALSE,3,,2.589999914,21638400
401,12/23/2020,2,0,1,AMC,AMC,FALSE,3,,2.559999943,15724800
402,12/24/2020,1,8,1,AMC,AMC,FALSE,3,,2.50999999,11094200
403,12/26/2020,1,2,1,AMC,AMC,FALSE,5,,,
404,12/29/2020,1,0,1,AMC,AMC,FALSE,3,,2.289999962,21086100
405,12/30/2020,7,5.428571429,1,AMC,AMC,FALSE,4,,2.160000086,40278400
406,1/3/2021,2,1,1,AMC,AMC,FALSE,3,,,
407,1/5/2021,1,0,1,AMC,AMC,FALSE,3,,1.980000019,28148300
408,1/6/2021,1,0,1,AMC,AMC,FALSE,2,,2.00999999,67363300
409,1/11/2021,2,9.5,1.5,AMC,AMC,FALSE,3,,2.200000048,41695800
410,1/12/2021,1,0,1,AMC,AMC,FALSE,2,,2.289999962,41784300
411,1/14/2021,3,17.33333333,1,AMC,AMC,FALSE,2,,2.180000067,49638800
412,1/15/2021,16,6.5625,1.25,AMC,AMC,FALSE,3,,2.329999924,162356400
413,1/16/2021,12,1.166666667,1.083333333,AMC,AMC,FALSE,4,,,
414,1/17/2021,11,0.454545455,1,AMC,AMC,FALSE,4,,,
415,1/18/2021,7,86.71428571,1,AMC,AMC,FALSE,3,,,
416,1/19/2021,36,6.527777778,2.222222222,AMC,AMC,FALSE,3,,3.059999943,256276000
417,1/20/2021,6,2,0.833333333,AMC,AMC,FALSE,3,,2.970000029,181862200
418,1/21/2021,4,0.5,1,AMC,AMC,FALSE,3,,2.980000019,64823800
419,1/22/2021,87,3.862068966,0.977011494,AMC,AMC,FALSE,4,,3.50999999,268273400
420,1/23/2021,8,1.75,1,AMC,AMC,FALSE,5,,,
421,1/24/2021,14,0.5,1,AMC,AMC,FALSE,4,,,
422,1/25/2021,261,0.888888889,1.019157088,AMC,AMC,FALSE,6,,4.420000076,443238100
423,1/26/2021,39,0.102564103,1,AMC,AMC,FALSE,9,,4.960000038,456850200
424,1/27/2021,3724,8.20461869,4.711868958,AMC,AMC,FALSE,63,8,19.89999962,1222342500
425,1/28/2021,4708,6.485981308,1.669286321,AMC,AMC,FALSE,100,2,8.630000114,591223900
426,1/29/2021,1696,14.90153302,1.028891509,AMC,AMC,FALSE,76,,13.26000023,602193300
427,1/30/2021,936,33.85790598,3.159188034,AMC,AMC,FALSE,29,1,,
428,1/31/2021,994,33.01911469,188.3913481,AMC,AMC,FALSE,17,24,,
429,2/1/2021,2498,17.9111289,159.6333066,AMC,AMC,FALSE,52,67,13.30000019,434608000
430,2/2/2021,3163,11.26999684,57.0910528,AMC,AMC,FALSE,44,50,7.820000172,462775900
431,2/3/2021,898,13.30400891,218.2371938,AMC,AMC,FALSE,32,47,8.970000267,221405100
432,12/8/2020,9,22.66666667,1,BB,BB,FALSE,21,,8.520000458,26885100
433,12/9/2020,7,70.57142857,1,BB,BB,FALSE,19,,8.31000042,19628000
434,12/10/2020,6,36.83333333,1.166666667,BB,BB,FALSE,20,,8.369999886,10923200
435,12/11/2020,1,91,1,BB,BB,FALSE,17,,8.159999847,11643200
436,12/12/2020,2,211,1,BB,BB,FALSE,19,,,
437,12/13/2020,1,104,1,BB,BB,FALSE,22,,,
438,12/14/2020,4,3.75,1,BB,BB,FALSE,18,,8.25,14675500
439,12/15/2020,5,9.6,1,BB,BB,FALSE,16,,8.300000191,9819700
440,12/16/2020,6,12.16666667,1.833333333,BB,BB,FALSE,17,,8.239999771,8043200
441,12/17/2020,11,43.81818182,21.81818182,BB,BB,FALSE,18,,8.260000229,17717900
442,12/18/2020,5,57.8,17,BB,BB,FALSE,20,,6.949999809,49470100
443,12/19/2020,6,12.16666667,1.833333333,BB,BB,FALSE,20,,,
444,12/20/2020,2,5,1,BB,BB,FALSE,18,,,
445,12/22/2020,4,109.25,1,BB,BB,FALSE,17,,7.190000057,16741500
446,12/23/2020,3,3,1,BB,BB,FALSE,15,,7.090000153,9115500
447,12/26/2020,1,34,1,BB,BB,FALSE,22,,,
448,12/28/2020,3,45.66666667,1,BB,BB,FALSE,17,,6.880000114,9820100
449,12/29/2020,14,29.07142857,1,BB,BB,FALSE,16,,6.769999981,11284200
450,12/30/2020,4,12.5,1,BB,BB,FALSE,17,,6.670000076,9434900
451,12/31/2020,3,20.33333333,1,BB,BB,FALSE,16,,6.630000114,7530600
452,1/1/2021,5,8.8,1,BB,BB,FALSE,16,,,
453,1/2/2021,2,34.5,1,BB,BB,FALSE,16,,,
454,1/3/2021,5,12.4,1,BB,BB,FALSE,16,,,
455,1/4/2021,2,24,1,BB,BB,FALSE,14,,6.579999924,11139200
456,1/5/2021,10,9.6,1,BB,BB,FALSE,15,,6.769999981,9108900
457,1/6/2021,7,126,3.714285714,BB,BB,FALSE,15,,6.710000038,11022300
458,1/7/2021,5,55.2,1.2,BB,BB,FALSE,15,,7.059999943,13062800
459,1/8/2021,2,22,1,BB,BB,FALSE,15,,7.559999943,23039300
460,1/9/2021,1,20,1,BB,BB,FALSE,20,,,
461,1/11/2021,3,12.66666667,1,BB,BB,FALSE,15,,7.650000095,15749600
462,1/12/2021,3,33.66666667,3.333333333,BB,BB,FALSE,16,,7.630000114,9416000
463,1/13/2021,3,70.66666667,8,BB,BB,FALSE,18,,7.440000057,8345500
464,1/14/2021,136,44.47794118,6.507352941,BB,BB,FALSE,19,,9.109999657,65231300
465,1/15/2021,246,30.43089431,7.012195122,BB,BB,FALSE,25,,9.840000153,153854700
466,1/16/2021,58,60.5,2.517241379,BB,BB,FALSE,22,,,
467,1/17/2021,45,30,1.133333333,BB,BB,FALSE,18,,,
468,1/18/2021,72,46.08333333,0.986111111,BB,BB,FALSE,16,,,
469,1/19/2021,264,30.84848485,10.00757576,BB,BB,FALSE,23,,12.35000038,112483200
470,1/20/2021,275,20.14545455,5.843636364,BB,BB,FALSE,27,,12.78999996,130140700
471,1/21/2021,193,20.76165803,3.248704663,BB,BB,FALSE,23,,12.85000038,63465000
472,1/22/2021,462,18.61255411,1.032467532,BB,BB,FALSE,24,,14.03999996,120473600
473,1/23/2021,102,40.88235294,1.009803922,BB,BB,FALSE,23,,,
474,1/24/2021,87,0.563218391,1,BB,BB,FALSE,23,,,
475,1/25/2021,1294,0.505409583,1.057959815,BB,BB,FALSE,43,,18.03000069,363829100
476,1/26/2021,306,0.611111111,1.016339869,BB,BB,FALSE,53,,18.92000008,242740800
477,1/27/2021,1825,10.36,9.997808219,BB,BB,FALSE,85,8,25.10000038,372222600
478,1/28/2021,2262,22.68744474,1.3377542,BB,BB,FALSE,100,,14.64999962,194906600
479,1/29/2021,719,21.66759388,1.018080668,BB,BB,FALSE,78,,14.10000038,93685700
480,1/30/2021,248,33.6733871,3.774193548,BB,BB,FALSE,33,,,
481,1/31/2021,242,51.77272727,122.6735537,BB,BB,FALSE,23,13,,
482,2/1/2021,389,25.00514139,120.2082262,BB,BB,FALSE,45,34,14.63000011,78506000
483,2/2/2021,240,16.92916667,100.9916667,BB,BB,FALSE,36,11,11.55000019,80520900
484,2/3/2021,100,8.35,115.47,BB,BB,FALSE,31,9,12,50001300
485,12/8/2020,1,0,1,NOK,NOK,FALSE,1,,4.21999979,35820000
486,12/9/2020,1,13,1,NOK,NOK,FALSE,1,,4.190000057,31808800
487,12/10/2020,1,3,1,NOK,NOK,FALSE,1,,4.199999809,27951000
488,1/14/2021,3,5.333333333,1,NOK,NOK,FALSE,1,,4.090000153,93198600
489,1/15/2021,2,30,1,NOK,NOK,FALSE,1,,4.079999924,36639300
490,1/16/2021,1,2,0,NOK,NOK,FALSE,1,,,
491,1/18/2021,1,3,1,NOK,NOK,FALSE,1,,,
492,1/19/2021,8,12.625,5.875,NOK,NOK,FALSE,1,,4.130000114,40539400
493,1/20/2021,17,27.05882353,3.235294118,NOK,NOK,FALSE,2,,4.199999809,43924100
494,1/21/2021,11,20.63636364,1.272727273,NOK,NOK,FALSE,2,,4.21999979,22054900
495,1/22/2021,12,20.16666667,1,NOK,NOK,FALSE,2,,4.199999809,29126700
496,1/23/2021,13,49.61538462,1.076923077,NOK,NOK,FALSE,1,,,
497,1/24/2021,12,0.5,1,NOK,NOK,FALSE,1,,,
498,1/25/2021,446,0.775784753,1.058295964,NOK,NOK,FALSE,7,,4.849999905,296379300
499,1/26/2021,182,2.313186813,1.016483516,NOK,NOK,FALSE,12,,4.730000019,379387300
500,1/27/2021,2835,5.958730159,2.527689594,NOK,NOK,FALSE,45,2,6.550000191,1123003300
501,1/28/2021,2179,7.557595227,1.592473612,NOK,NOK,FALSE,100,1,4.690000057,675220900
502,1/29/2021,541,13.91497227,1.040665434,NOK,NOK,FALSE,61,,4.559999943,360766100
503,1/30/2021,186,26.33870968,2.23655914,NOK,NOK,FALSE,12,,,
504,1/31/2021,191,38.40314136,60.57591623,NOK,NOK,FALSE,7,6,,
505,2/1/2021,405,12.38024691,26.71111111,NOK,NOK,FALSE,28,8,4.889999866,194969200
506,2/2/2021,433,10.61662818,68.74133949,NOK,NOK,FALSE,21,3,4.53000021,165679700
507,2/3/2021,109,29.27522936,419.3394495,NOK,NOK,FALSE,17,6,4.699999809,95964300
508,12/15/2020,1,12,1,BBBY,BBBY,FALSE,1,,19.53000069,9012900
509,12/28/2020,3,45.66666667,1,BBBY,BBBY,FALSE,5,,18.77000046,5879900
510,12/29/2020,10,28.1,1,BBBY,BBBY,FALSE,4,,18.82999992,6383300
511,12/30/2020,1,10,1,BBBY,BBBY,FALSE,3,,18.64999962,5408600
512,12/31/2020,1,19,1,BBBY,BBBY,FALSE,6,,17.76000023,12481800
513,1/1/2021,1,23,1,BBBY,BBBY,FALSE,1,,,
514,1/2/2021,1,69,1,BBBY,BBBY,FALSE,1,,,
515,1/3/2021,5,12.4,1,BBBY,BBBY,FALSE,1,,,
516,1/4/2021,2,24,1,BBBY,BBBY,FALSE,5,,18.03000069,13984900
517,1/5/2021,6,15,1,BBBY,BBBY,FALSE,8,,19.76000023,13674400
518,1/6/2021,3,56.66666667,4.666666667,BBBY,BBBY,FALSE,10,,21.03000069,19065700
519,1/7/2021,2,112,1,BBBY,BBBY,FALSE,12,,18.72999954,37425800
520,1/9/2021,1,20,1,BBBY,BBBY,FALSE,2,,,
521,1/12/2021,2,50.5,4.5,BBBY,BBBY,FALSE,2,,21.53000069,8798500
522,1/14/2021,16,21.6875,4.5625,BBBY,BBBY,FALSE,10,,27.34000015,29231300
523,1/15/2021,10,34.8,1.1,BBBY,BBBY,FALSE,10,,25.60000038,13654700
524,1/16/2021,2,83,1,BBBY,BBBY,FALSE,0,,,
525,1/17/2021,1,135,1,BBBY,BBBY,FALSE,1,,,
526,1/18/2021,2,17.5,1,BBBY,BBBY,FALSE,2,,,
527,1/19/2021,1,2,1,BBBY,BBBY,FALSE,4,,25.03000069,9033000
528,1/20/2021,1,96,17,BBBY,BBBY,FALSE,2,,24.96999931,7022700
529,1/21/2021,2,0.5,1,BBBY,BBBY,FALSE,2,,26.87000084,16657400
530,1/22/2021,12,8.916666667,1,BBBY,BBBY,FALSE,6,,30.20999908,38895400
531,1/23/2021,2,102.5,1,BBBY,BBBY,FALSE,3,,,
532,1/24/2021,5,0,1,BBBY,BBBY,FALSE,4,,,
533,1/25/2021,54,0.333333333,0.981481481,BBBY,BBBY,FALSE,26,,30.68000031,89053000
534,1/26/2021,14,1.857142857,1,BBBY,BBBY,FALSE,33,,36.86999893,63986200
535,1/27/2021,81,17.0617284,3.345679012,BBBY,BBBY,FALSE,98,,52.88999939,90316800
536,1/28/2021,104,2.788461538,1.009615385,BBBY,BBBY,FALSE,100,,33.63999939,58499900
537,1/29/2021,30,2.966666667,1,BBBY,BBBY,FALSE,54,,35.33000183,21607300
538,1/30/2021,13,1.923076923,1,BBBY,BBBY,FALSE,16,,,
539,1/31/2021,8,156.125,20.75,BBBY,BBBY,FALSE,7,,,
540,2/1/2021,19,10.36842105,13.05263158,BBBY,BBBY,FALSE,23,,30.26000023,13869700
541,2/2/2021,12,5.416666667,24.08333333,BBBY,BBBY,FALSE,23,,25.37999916,21419100
542,2/3/2021,1,0,1,BBBY,BBBY,FALSE,13,,28.02000046,9764400
543,12/9/2020,2,2,1,BBY,BBY,FALSE,56,,104.1872635,4784400
544,12/15/2020,1,12,1,BBY,BBY,FALSE,54,,102.9899979,3310000
545,12/26/2020,1,34,1,BBY,BBY,FALSE,37,,,
546,12/28/2020,3,45.66666667,1,BBY,BBY,FALSE,46,,102.5800018,2601600
547,12/29/2020,12,28.75,1,BBY,BBY,FALSE,29,,100.7600021,2201100
548,12/30/2020,1,10,1,BBY,BBY,FALSE,52,,101.3799973,1639300
549,12/31/2020,2,30,1,BBY,BBY,FALSE,55,,99.79000092,2232100
550,1/1/2021,4,8.75,1,BBY,BBY,FALSE,35,,,
551,1/2/2021,2,34.5,1,BBY,BBY,FALSE,30,,,
552,1/3/2021,5,12.4,1,BBY,BBY,FALSE,37,,,
553,1/4/2021,2,24,1,BBY,BBY,FALSE,31,,100.4899979,3636600
554,1/5/2021,6,15,1,BBY,BBY,FALSE,46,,101,2396400
555,1/6/2021,4,48.5,3.75,BBY,BBY,FALSE,38,,105.9100037,4699200
556,1/7/2021,2,112,1,BBY,BBY,FALSE,36,,107.7099991,3703800
557,1/9/2021,1,20,1,BBY,BBY,FALSE,20,,,
558,1/12/2021,2,50.5,4.5,BBY,BBY,FALSE,40,,114.7099991,4575500
559,1/14/2021,19,20.21052632,4.736842105,BBY,BBY,FALSE,68,,113.9199982,1966000
560,1/15/2021,12,29.5,4.5,BBY,BBY,FALSE,50,,114,3123200
561,1/16/2021,3,75,1,BBY,BBY,FALSE,44,,,
562,1/17/2021,1,135,1,BBY,BBY,FALSE,27,,,
563,1/18/2021,2,17.5,1,BBY,BBY,FALSE,48,,,
564,1/19/2021,1,2,1,BBY,BBY,FALSE,40,,111.6200027,2630600
565,1/20/2021,1,96,17,BBY,BBY,FALSE,39,,112.2300034,1929400
566,1/21/2021,2,0.5,1,BBY,BBY,FALSE,25,,114.5,2599800
567,1/22/2021,13,8.230769231,1,BBY,BBY,FALSE,31,,114.9300003,1619700
568,1/23/2021,2,102.5,1,BBY,BBY,FALSE,40,,,
569,1/24/2021,5,0,1,BBY,BBY,FALSE,33,,,
570,1/25/2021,56,0.321428571,0.982142857,BBY,BBY,FALSE,55,,113.7399979,2250100
571,1/26/2021,14,1.857142857,1,BBY,BBY,FALSE,34,,114.6999969,2140600
572,1/27/2021,94,15.03191489,3.053191489,BBY,BBY,FALSE,100,,113.5699997,2445900
573,1/28/2021,121,2.661157025,1.008264463,BBY,BBY,FALSE,88,,112.3099976,2429900
574,1/29/2021,33,2.757575758,1,BBY,BBY,FALSE,47,,108.8199997,2475000
575,1/30/2021,15,1.666666667,1,BBY,BBY,FALSE,17,,,
576,1/31/2021,8,156.125,20.75,BBY,BBY,FALSE,35,,,
577,2/1/2021,26,7.653846154,9.807692308,BBY,BBY,FALSE,37,,107.6900024,2706900
578,2/2/2021,12,5.416666667,24.08333333,BBY,BBY,FALSE,31,,108.7799988,2530400
579,2/3/2021,1,0,1,BBY,BBY,FALSE,37,,110.3199997,1503500
580,1/25/2021,9,0,1,KOSS,KOSS,FALSE,6,,6,8512100
581,1/26/2021,2,0.5,1,KOSS,KOSS,FALSE,14,,10,34562700
582,1/27/2021,35,4.085714286,1.885714286,KOSS,KOSS,FALSE,63,,58,25073500
583,1/28/2021,162,1.456790123,1.12962963,KOSS,KOSS,FALSE,100,,41.95999908,11305200
584,1/29/2021,18,0.111111111,1,KOSS,KOSS,FALSE,72,,64,11449500
585,1/30/2021,1,0,1,KOSS,KOSS,FALSE,22,,,
586,1/31/2021,11,0,1,KOSS,KOSS,FALSE,11,,,
587,2/1/2021,10,0.6,0.9,KOSS,KOSS,FALSE,29,,35,7973000
588,2/2/2021,26,0.538461538,1.230769231,KOSS,KOSS,FALSE,17,,20,6671000
589,2/3/2021,1,0,1,KOSS,KOSS,FALSE,14,,25.59000015,7228400
590,12/11/2020,1,5,1,EXPR,EXPR,FALSE,1,,1.070000052,3556000
591,1/14/2021,2,3,1,EXPR,EXPR,FALSE,2,,1.279999971,50952900
592,1/19/2021,1,0,4,EXPR,EXPR,FALSE,0,,1.210000038,3768000
593,1/22/2021,29,9.793103448,1,EXPR,EXPR,FALSE,6,,1.789999962,77273000
594,1/23/2021,4,0.5,1,EXPR,EXPR,FALSE,5,,,
595,1/24/2021,3,0.333333333,1,EXPR,EXPR,FALSE,3,,,
596,1/25/2021,48,3.291666667,0.979166667,EXPR,EXPR,FALSE,26,,4.150000095,358630200
597,1/26/2021,7,0.857142857,1,EXPR,EXPR,FALSE,28,,3.039999962,73344300
598,1/27/2021,146,9.849315068,1.335616438,EXPR,EXPR,FALSE,100,,9.550000191,287577200
599,1/28/2021,85,7.341176471,1.682352941,EXPR,EXPR,FALSE,85,,4.699999809,89189400
600,1/29/2021,19,0.368421053,1,EXPR,EXPR,FALSE,45,,6,57441800
601,1/30/2021,6,0,1,EXPR,EXPR,FALSE,8,,,
602,1/31/2021,14,0.285714286,1.071428571,EXPR,EXPR,FALSE,10,,,
603,2/1/2021,10,0.8,1,EXPR,EXPR,FALSE,22,,5,28988900
604,2/2/2021,11,2.363636364,2.181818182,EXPR,EXPR,FALSE,20,,3.380000114,35425000
605,2/3/2021,2,1,1,EXPR,EXPR,FALSE,13,,3.559999943,16822100
